identifier,uri,name,type,project,date,event,source,people
oscys.case.0219.002,http://earlywashingtondc.org/doc/oscys.case.0219.002,"Laura Vietch Tason v. John W. Williams, Mary S. Williams, & William S. Colquhoun. Summons of John W. Williams, Mary S. Williams, & William S. Colquhoun",Civil (document),O Say Can You See,1843-06-03,oscys.caseid.0224,"National Archives and Records Administration, Record Group 21, Entry 6, Box 690, Folder 95",per.001751;per.001745;per.001746;per.001747;per.000873;per.000003;per.000004;per.000739
oscys.mb.0026.002,http://earlywashingtondc.org/doc/oscys.mb.0026.002,John Battaile v. Thomas Miller. Minute Book Entry,Civil (document),O Say Can You See,1828-05-30,oscys.caseid.0083,"National Archives and Records Administration, Record Group 21, Microfilm 1021, Reel 3",per.000654;per.000655;per.003800;per.003801;per.003780;per.003802;per.003803;per.001793;per.003804;per.003805;per.003784;per.003807;per.003785;per.003764;per.003786;per.003808;per.001797;per.003789;per.003809;per.002540;per.003791;per.003799;per.003810;per.003811;per.003812;per.003793;per.003795;per.002752;per.003813
oscys.mdcase.0008.025,http://earlywashingtondc.org/doc/oscys.mdcase.0008.025,Charles Mahoney v. John Ashton. Deposition of Eleanor Carroll,Civil (document),O Say Can You See,1792-05-24,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004674;per.004572;per.004575;per.004571;per.004516;per.004675;per.004633;per.004578;per.004566;per.004643;per.004337;per.004603;per.004598;per.004577
oscys.case.0414.007,http://earlywashingtondc.org/doc/oscys.case.0414.007,Harriet Lemon v. Nehemiah Hicks. Summons of Robert Speden,Civil (document),O Say Can You See,1834-05-03,oscys.caseid.0441,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.001434;per.002624;per.000004;per.000739;per.000122;per.003300
oscys.mdcase.0014.046,http://earlywashingtondc.org/doc/oscys.mdcase.0014.046,Rebecca Butler v. Robert Lawson. Petition for Freedom,Civil (document),O Say Can You See,1790-11-14,oscys.caseid.0591,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-14",per.006429;per.006425;per.001393;per.006424;per.006399;per.006312
oscys.case.0253.006,http://earlywashingtondc.org/doc/oscys.case.0253.006,Emily Duncan v. Richard Gatewood. Summons of Richard Gatewood,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0255,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 180",per.001916;per.001917;per.000829;per.000004;per.001915;per.001216;per.000740
oscys.case.0250.004,http://earlywashingtondc.org/doc/oscys.case.0250.004,John Davis v. Hezekiah Wood. Agreement,Civil (document),O Say Can You See,1810-04-13,oscys.caseid.0251,"National Archives and Records Administration, Record Group 21, Entry 6, Box 11, Folder 236",per.001601;per.001602;per.001603;per.001604;per.000122;per.000001
oscys.mb.0001.008,http://earlywashingtondc.org/doc/oscys.mb.0001.008,Ben v. Sabret Scott. Minute Book Entry,Civil (document),O Say Can You See,1810-07-05,oscys.caseid.0001,"National Archives and Records Administration, Record Group 21, Microfilm 1021, Reel 1",per.000002;per.000005
oscys.mdcase.0014.119,http://earlywashingtondc.org/doc/oscys.mdcase.0014.119,Thomas Butler v. Jezreel Penn. Judgment Record,Civil (document),O Say Can You See,1792-05,oscys.caseid.0626,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006552;per.006553;per.001393;per.001495;per.006566;per.006466;per.006431;per.006554;per.006312;per.006402;per.006435;per.006561;per.006433;per.006555;per.006562;per.006467;per.006413;per.006559;per.006564;per.006557;per.006315;per.006558;per.002096;per.001493;per.005383;per.006567;per.006563;per.006570;per.006560;per.006565;per.006432;per.001477;per.006556;per.006436;per.006468;per.006465
oscys.case.0200.003,http://earlywashingtondc.org/doc/oscys.case.0200.003,Sally Moody v. Azariah Fuller. Jury Instructions,Civil (document),O Say Can You See,1837-06-15,oscys.caseid.0205,"National Archives and Records Administration, Record Group 21, Entry 6, Box 575, Folder 195",per.001653;per.001175;per.001654
oscys.case.0426.002,http://earlywashingtondc.org/doc/oscys.case.0426.002,Charles Taylor v. Ariss Buckner & Bernard H. Buckner. Petition for Freedom,Civil (document),O Say Can You See,1833-09-24,oscys.caseid.0454,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003498;per.000904;per.003499;per.000873;per.000003;per.001621;per.000044
oscys.case.0149.001,http://earlywashingtondc.org/doc/oscys.case.0149.001,Jeffrey Peters v. Joseph McKinstrey. Petition for Freedom,Civil (document),O Say Can You See,1838-12-26,oscys.caseid.0151,"National Archives and Records Administration, Record Group 21, Entry 6, Box 602, Folder 30",per.001167;per.001168;per.000737;per.000738
oscys.case.0366.006,http://earlywashingtondc.org/doc/oscys.case.0366.006,Lucy Dickson v. Charles Slade. Defendant's Bill of Exceptions,Civil (document),O Say Can You See,,oscys.caseid.0392,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002877;per.002878;per.000004;per.001543;per.000063;per.002868;per.002874
oscys.case.0051.001,http://earlywashingtondc.org/doc/oscys.case.0051.001,Esther Humphreys v. John B. Lambert. Summons of John B. Lambert,Civil (document),O Say Can You See,1823-03-24,oscys.caseid.0051,"National Archives and Records Administration, Record Group 21, Entry 6, Box 288, Folder 623",per.000492;per.000493;per.000476;per.000001;per.000003;per.000004;per.000461
oscys.mdcase.0014.140,http://earlywashingtondc.org/doc/oscys.mdcase.0014.140,Henrietta Butler v. Edward Smoot. Judgment Record,Civil (document),O Say Can You See,1793-05,oscys.caseid.0647,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-19",per.006555;per.006556;per.001393;per.006404;per.004375;per.006566;per.004601;per.006466;per.006431;per.006312;per.006402;per.006435;per.006561;per.006433;per.006562;per.006559;per.006467;per.006413;per.006564;per.006315;per.006557;per.006552;per.006558;per.002096;per.001493;per.002097;per.006567;per.006563;per.006570;per.006560;per.006553;per.006565;per.006432;per.001477;per.006436;per.006468;per.006465
oscys.case.0132.004,http://earlywashingtondc.org/doc/oscys.case.0132.004,George Crowner & David Over v. Peggy Barnes. Summons of Peggy Barnes,Civil (document),O Say Can You See,1841-08-03,oscys.caseid.0132,"National Archives and Records Administration, Record Group 21, Entry 6, Box 639, Folder 214",per.001017;per.001018;per.001019;per.000003;per.000004;per.000739
oscys.case.0258.011,http://earlywashingtondc.org/doc/oscys.case.0258.011,Walter Thomas & Dennis Thomas v. Alexander Scott. Affidavit of Edward Edmonston,Civil (document),O Say Can You See,1810-06-26,oscys.caseid.0260,"National Archives and Records Administration, Record Group 21, Entry 6, Box 20, Folder 217",per.001935;per.001936;per.001937;per.000045;per.002003;per.001971;per.000014
oscys.case.0164.015,http://earlywashingtondc.org/doc/oscys.case.0164.015,Louisa Woodward v. Jane Munroe. Summons of Jane Munroe,Civil (document),O Say Can You See,1854-02-20,oscys.caseid.0166,"National Archives and Records Administration, Record Group 21, Entry 6, Box 776, Folder 158",per.001222;per.001223;per.001224;per.000004;per.001216;per.000740
oscys.case.0404.003,http://earlywashingtondc.org/doc/oscys.case.0404.003,Mary Campbell v. Asa Anderson. Order,Civil (document),O Say Can You See,,oscys.caseid.0431,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003193;per.003194;per.002883
oscys.case.0431.009,http://earlywashingtondc.org/doc/oscys.case.0431.009,Henry Jackson v. Ariss Buckner & Bernard H. Buckner and Fanny Jackson v. Ariss Buckner & Bernard H. Buckner. Summons of Richard B. Buckner,Civil (document),O Say Can You See,1835-05-07,oscys.caseid.0460;oscys.caseid.0461,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003563;per.000904;per.003499;per.003504;per.003505;per.003506;per.003507;per.003567;per.000004;per.000122;per.002897
oscys.mdcase.0014.123,http://earlywashingtondc.org/doc/oscys.mdcase.0014.123,"Benjamin Butler, Stephen Butler, Samuel Butler, Nell Butler, Hopey Butler, Jenny Butler, Nancy Butler, and Milly Butler v. Henrietta Plowden. Judgment Record",Civil (document),O Say Can You See,1792-05,oscys.caseid.0630,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006631;per.006632;per.006633;per.006634;per.006635;per.006636;per.006637;per.006638;per.006461;per.004375;per.006630;per.006517;per.006513;per.006315;per.001493
oscys.case.0151.007,http://earlywashingtondc.org/doc/oscys.case.0151.007,John Lee & Ann Maria Lee v. William Aiken. Summons of William Aiken,Civil (document),O Say Can You See,1844-01-27,oscys.caseid.0153,"National Archives and Records Administration, Record Group 21, Entry 6, Box 661, Folder 92",per.001169;per.001170;per.001171;per.000753;per.000003;per.000004;per.000739;per.001134
oscys.case.0072.001,http://earlywashingtondc.org/doc/oscys.case.0072.001,Lizette Lee v. Augustus Preuss. Petition for Freedom,Civil (document),O Say Can You See,1826-09-16,oscys.caseid.0072,"National Archives and Records Administration, Record Group 21, Entry 6, Box 385, Folder 109/110/111",per.000616;per.000617;per.000572;per.000615
oscys.case.0155.005,http://earlywashingtondc.org/doc/oscys.case.0155.005,John R. Smith v. Thomas Haynes. Summons of Thomas Haynes,Civil (document),O Say Can You See,1849-01-17,oscys.caseid.0157,"National Archives and Records Administration, Record Group 21, Entry 6, Box 728, Folder 39",per.001178;per.001179;per.000751;per.000004;per.000740;per.000748
oscys.case.0212.003,http://earlywashingtondc.org/doc/oscys.case.0212.003,Thomas Butler v. Gabriel Duvall. Affidavit of Gabriel Duvall,Civil (document),O Say Can You See,1828-10-27,oscys.caseid.0217,"National Archives and Records Administration, Record Group 21, Entry 6, Box 454, Folder 80",per.001385;per.001386;per.001387;per.001388;per.001389;per.001390;per.001391;per.001392;per.001393;per.000003;per.001394;per.001395
oscys.case.0311.002,http://earlywashingtondc.org/doc/oscys.case.0311.002,Joseph Green v. Henry Green & Peter Wheeler. Summons of Henry Green & Peter Wheeler,Civil (document),O Say Can You See,1857-02-05,oscys.caseid.0313,"National Archives and Records Administration, Record Group 21, Entry 6, Box 826, Folder 346",per.002354;per.002355;per.002356;per.001913;per.000476;per.001216;per.000740
oscys.case.0231.010,http://earlywashingtondc.org/doc/oscys.case.0231.010,Fanny Hamilton v. Mary Roberson. Summons of Mary Roberson,Civil (document),O Say Can You See,1854-12-28,oscys.caseid.0236,"National Archives and Records Administration, Record Group 21, Entry 6, Box 789, Folder 123",per.001818;per.001819;per.000751;per.000004;per.001216;per.000740
oscys.case.0431.005,http://earlywashingtondc.org/doc/oscys.case.0431.005,Henry Jackson v. Ariss Buckner & Bernard H. Buckner and Fanny Jackson v. Ariss Buckner & Bernard H. Buckner. Injunction,Civil (document),O Say Can You See,1833-07-19,oscys.caseid.0460;oscys.caseid.0461,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003563;per.000904;per.003499;per.000873;per.003504;per.003505;per.003506;per.003507;per.000502;per.000003;per.000004
oscys.report.0084.001,http://earlywashingtondc.org/doc/oscys.report.0084.001,William Foster v. William Simmons. Civil Court Report,Civil (document),O Say Can You See,1806-06,oscys.caseid.0476,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume I, Boston: Little, Brown and Company (1852)",per.004345;per.004346;per.000011;per.000435;per.000194;per.004933;per.004341;per.004342;per.004343;per.004344
oscys.case.0357.001,http://earlywashingtondc.org/doc/oscys.case.0357.001,Daniel v. Ann Kincheloe. Petition for Freedom,Civil (document),O Say Can You See,1822-01-22,oscys.caseid.0381,"National Archives and Records Administration, Record Group 21, Entry 6, Box 245, Folder 390",per.002619;per.002620;per.000476;per.000001;per.002617;per.000003;per.002618
oscys.case.0108.004,http://earlywashingtondc.org/doc/oscys.case.0108.004,Benjamin Qualls v. Jane W. Stevenson. Summons of Jane W. Stevenson,Civil (document),O Say Can You See,1847-01-13,oscys.caseid.0108,"National Archives and Records Administration, Record Group 21, Entry 6, Box 705, Folder 82",per.000849;per.000850;per.000851;per.000003;per.000004;per.000739
oscys.case.0214.001,http://earlywashingtondc.org/doc/oscys.case.0214.001,Valentine Jones v. Nathaniel Seavers & George Hagley. Petition for Freedom,Civil (document),O Say Can You See,1843-01-19,oscys.caseid.0219,"National Archives and Records Administration, Record Group 21, Entry 6, Box 691, Folder 78",per.001741;per.001742;per.001743;per.000737;per.000738
oscys.case.0364.003,http://earlywashingtondc.org/doc/oscys.case.0364.003,Charles v. Henry Nicholson. Affidavit of Matthew Sexsmith,Civil (document),O Say Can You See,1805-05-27,oscys.caseid.0390,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002863;per.002864;per.001547;per.002862
oscys.mdcase.0014.120,http://earlywashingtondc.org/doc/oscys.mdcase.0014.120,Sarah Butler v. Jezreel Penn. Judgment Record,Civil (document),O Say Can You See,1792-05,oscys.caseid.0627,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-17",per.006557;per.006553;per.006552;per.001493
oscys.case.0243.004,http://earlywashingtondc.org/doc/oscys.case.0243.004,Eleanora Bell v. Susan Armistead. Summons of Susan Armistead,Civil (document),O Say Can You See,1850-12-24,oscys.caseid.0248,"National Archives and Records Administration, Record Group 21, Entry 6, Box 755, Folder 376",per.001850;per.001254;per.001854;per.001853;per.000004;per.001852;per.000740;per.000753
oscys.mdcase.0014.019,http://earlywashingtondc.org/doc/oscys.mdcase.0014.019,Rebecca Butler v. Mary Shervin. Summons of Mary Shervin,Civil (document),O Say Can You See,1790-12-07,oscys.caseid.0580,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-13",per.006399;per.006403;per.001393;per.002096;per.001493;per.002097
oscys.case.0370.015,http://earlywashingtondc.org/doc/oscys.case.0370.015,Loudon v. Charles Scott. Jury Instructions,Civil (document),O Say Can You See,,oscys.caseid.0396,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002915;per.002916;per.002919;per.001547;per.002914;per.002922
oscys.mdcase.0014.148,http://earlywashingtondc.org/doc/oscys.mdcase.0014.148,Mary Anne Butler v. Joshua Turby. Judgment Record,Civil (document),O Say Can You See,1798-05,oscys.caseid.0655,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-31",per.006673;per.006674;per.001393;per.001940;per.004601;per.006391;per.006671;per.006669;per.006390;per.006388;per.006675;per.006575;per.006672;per.001493;per.006389;per.002097;per.006567;per.006676;per.006560;per.006670
oscys.case.0328.005,http://earlywashingtondc.org/doc/oscys.case.0328.005,"Charles Beall v. William Kinner et al. Summons of William Kinner, Eliza Kinner, et al.",Civil (document),O Say Can You See,1860-11-16,oscys.caseid.0328,"National Archives and Records Administration, Record Group 21, Entry 6, Box 940, Folder 197",per.002422;per.002423;per.002424;per.002425;per.002426;per.002427;per.002428;per.002429;per.002430;per.000847;per.002360;per.000476;per.001217;per.000740
oscys.case.0047.001,http://earlywashingtondc.org/doc/oscys.case.0047.001,Wood Humphreys v. William Berry. Petition for Freedom,Civil (document),O Say Can You See,1822-11-06,oscys.caseid.0047,"National Archives and Records Administration, Record Group 21, Entry 6, Box 281, Folder 12",per.000474;per.000475;per.000001;per.000476;per.000003
oscys.case.0255.001,http://earlywashingtondc.org/doc/oscys.case.0255.001,Hester Johnston v. Brooke Mackall. Summons of Brooke Mackall,Civil (document),O Say Can You See,1849-03-26,oscys.caseid.0257,"National Archives and Records Administration, Record Group 21, Entry 6, Box 754, Folder 134",per.001928;per.001929;per.000847;per.000004;per.000748;per.000740
oscys.case.0425.008,http://earlywashingtondc.org/doc/oscys.case.0425.008,Rachael Brent v. John Armfield. Summons of William Brent et al.,Civil (document),O Say Can You See,1835-10-24,oscys.caseid.0453,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003488;per.000866;per.003495;per.000003;per.000739;per.000122;per.002897;per.003496;per.003497
oscys.case.0168.006,http://earlywashingtondc.org/doc/oscys.case.0168.006,Margaret Norah Atkins & Alfred Atkins Francis Bowling & Clarissa Gardiner Summons of Francis Bowling & Clarissa B. Gardner,Civil (document),O Say Can You See,1845-07-19,oscys.caseid.0170,"National Archives and Records Administration, Record Group 21, Entry 6, Box 691, Folder 131",per.001239;per.001240;per.001241;per.001242;per.000829;per.001236;per.000003;per.000004;per.001238;per.000739
oscys.case.0177.012,http://earlywashingtondc.org/doc/oscys.case.0177.012,"James Rhodes v. Moses Bell. Affidavit of John Walker, William Lindley & George Barnes",Civil (document),O Say Can You See,1842-12-01,oscys.caseid.0179,"National Archives and Records Administration, Record Group 21, Entry 6, Box 650, Folder 332",per.001277;per.001278;per.001300;per.001301;per.001621;per.001303
oscys.case.0189.003,http://earlywashingtondc.org/doc/oscys.case.0189.003,Noah v. John H. Riley. Correspondence from Francis Scott Key,Civil (document),O Say Can You See,,oscys.caseid.0191,"National Archives and Records Administration, Record Group 21, Entry 6, Box 494, Folder 221",per.001441;per.001442;per.000001
oscys.case.0036.007,http://earlywashingtondc.org/doc/oscys.case.0036.007,Joe Thompson v. Walter Clarke. Inventory of John Thompson,Civil (document),O Say Can You See,1805-02-21,oscys.caseid.0036,"National Archives and Records Administration, Record Group 21, Entry 6, Box 123, Folder 446",per.000284;per.000285;per.000286;per.000287;per.000317;per.000318;per.000312;per.000288;per.000297;per.000335;per.000319;per.000320;per.000321;per.000322;per.000323;per.000315;per.000298;per.000324;per.000325;per.000326;per.000327;per.000328;per.000329;per.000330;per.000331;per.000332;per.000333;per.000334;per.000289;per.000301;per.000336
oscys.case.0081.001,http://earlywashingtondc.org/doc/oscys.case.0081.001,Abraham Smith v. John Lyons. Petition for Freedom,Civil (document),O Say Can You See,1828-04-30,oscys.caseid.0081,"National Archives and Records Administration, Record Group 21, Entry 6, Box 401, Folder 353",per.000646;per.000647;per.000476;per.000001;per.000003
oscys.case.0162.028,http://earlywashingtondc.org/doc/oscys.case.0162.028,Letty Lucas v. John R. Ratcliffe. Summons of John R. Ratcliffe,Civil (document),O Say Can You See,1858-11-04,oscys.caseid.0164,"National Archives and Records Administration, Record Group 21, Entry 6, Box 886, Folder 65",per.001213;per.001214;per.000476;per.001217;per.000740
oscys.case.0172.013,http://earlywashingtondc.org/doc/oscys.case.0172.013,Mary Bell v. Susan Armistead. Motion for New Trial,Civil (document),O Say Can You See,1847-12-14,oscys.caseid.0174,"National Archives and Records Administration, Record Group 21, Entry 6, Box 718, Folder 96",per.001253;per.001254;per.000829;per.001255;per.000870
oscys.case.0001.031,http://earlywashingtondc.org/doc/oscys.case.0001.031,Ben v. Sabret Scott. Certificate of Sabret Scott,Civil (document),O Say Can You See,1807-06-12,oscys.caseid.0001,"National Archives and Records Administration, Record Group 21, Entry 6, Box 34, Folder 190",per.000002;per.000005;per.001552
oscys.report.0054.001,http://earlywashingtondc.org/doc/oscys.report.0054.001,Rebecca Hobbs v. Thomas Magruder & Washington Robey. Circuit Court Report,Civil (document),O Say Can You See,1834-03,oscys.caseid.0195,"William Cranch, Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841, Volume IV, Boston: Little, Brown and Company (1852)",per.001614;per.001615;per.001616;per.000738;per.000549;per.002550;per.000004;per.001617;per.001618;per.004267;per.001623;per.000064
oscys.case.0372.003,http://earlywashingtondc.org/doc/oscys.case.0372.003,Fanny Smith v. Joseph Thornton. Complaint,Civil (document),O Say Can You See,,oscys.caseid.0397,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002939;per.002940;per.000122;per.001523;per.001531
oscys.case.0019.001,http://earlywashingtondc.org/doc/oscys.case.0019.001,George Davis v. Mary Young. Petition for Freedom,Civil (document),O Say Can You See,1809-08-15,oscys.caseid.0019,"National Archives and Records Administration, Record Group 21, Entry 6, Box 39, Folder 218",per.001182;per.000017;per.000011;per.000003
oscys.case.0389.002,http://earlywashingtondc.org/doc/oscys.case.0389.002,Billy v. Jonathan Davis & James Kincaid. Summons of Jonathan Davis & James Kincaid,Civil (document),O Say Can You See,1817-07-28,oscys.caseid.0414,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003090;per.002223;per.002224;per.000122;per.000006;per.003089;per.000004;per.002816;per.002897
oscys.case.0366.005,http://earlywashingtondc.org/doc/oscys.case.0366.005,Lucy Dickson v. Charles Slade. John Alexander to the Court,Civil (document),O Say Can You See,,oscys.caseid.0392,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002877;per.002878;per.002883;per.002868;per.002881;per.002882
oscys.case.0361.001,http://earlywashingtondc.org/doc/oscys.case.0361.001,Francis Bowling & Clarissa Gardiner v. Edward Simms. Plea & Replication,Civil (document),O Say Can You See,1841-12-13,oscys.caseid.0385,"National Archives and Records Administration, Record Group 21, Entry 6, Box 641, Folder 105/106",per.001241;per.001242;per.004400;per.000737;per.000738;per.000744;per.000003
oscys.case.0285.002,http://earlywashingtondc.org/doc/oscys.case.0285.002,Mary Prior v. Edward Coles. Summons of Edward Coles,Civil (document),O Say Can You See,1815-02-14,oscys.caseid.0283,"National Archives and Records Administration, Record Group 21, Entry 6, Box 79, Folder 38",per.002206;per.002207;per.000830;per.000006;per.000003;per.000004
oscys.mdcase.0008.019,http://earlywashingtondc.org/doc/oscys.mdcase.0008.019,Charles Mahoney v. John Ashton. Depositions of Anne Hurdle & Henry Davis,Civil (document),O Say Can You See,1797-05-06,oscys.caseid.0481,"Maryland State Archives, General Court of the Western Shore (Judgments), MSA S498-220",per.004476;per.000215;per.004336;per.004601;per.004575;per.004516;per.004632;per.004537;per.004613;per.004633;per.001493;per.004566;per.004628;per.004629;per.004337;per.004603;per.004630;per.004631
oscys.case.0346.002,http://earlywashingtondc.org/doc/oscys.case.0346.002,Mariah White v. Joseph M. White. Summons of Joseph M. White,Civil (document),O Say Can You See,1829-08-26,oscys.caseid.0371,"National Archives and Records Administration, Record Group 21, Entry 6, Box 426, Folder 166",per.000702;per.000704;per.000572;per.000003;per.000004;per.000461
oscys.mdcase.0014.146,http://earlywashingtondc.org/doc/oscys.mdcase.0014.146,Ignatius Butler v. Zephaniah Franklin. Judgment Record,Civil (document),O Say Can You See,1796-05,oscys.caseid.0653,"Maryland State Archives, General Court of the Western Shore (Judgment Record), MSA S497-26",per.006691;per.006692;per.001393;per.006312;per.006669;per.006437;per.006398;per.006394;per.006399;per.001493;per.002097;per.001483;per.006670;per.006438
oscys.case.0303.005,http://earlywashingtondc.org/doc/oscys.case.0303.005,Stephen Ambush v. James G. Robinson. Summons of James G. Robinson,Civil (document),O Say Can You See,1856-08-05,oscys.caseid.0305,"National Archives and Records Administration, Record Group 21, Entry 6, Box 815, Folder 348",per.002319;per.002320;per.000829;per.000751;per.000476;per.002322;per.001216;per.000740
oscys.case.0432.002,http://earlywashingtondc.org/doc/oscys.case.0432.002,Julia Roberts v. Austin L. Adams & Ann C. Harding. Complaint,Civil (document),O Say Can You See,,oscys.caseid.0464,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 2",per.003571;per.003572;per.003573;per.000737;per.000738;per.001523;per.001531
oscys.case.0148.002,http://earlywashingtondc.org/doc/oscys.case.0148.002,Jane Lewis v. Nelson Conrad. Summons of Nelson Conrad,Civil (document),O Say Can You See,1841-08-03,oscys.caseid.0150,"National Archives and Records Administration, Record Group 21, Entry 6, Box 638, Folder 205",per.001164;per.001165;per.001166;per.001138;per.000737;per.000738;per.000003;per.000004;per.000739
oscys.case.0251.017,http://earlywashingtondc.org/doc/oscys.case.0251.017,Margaret Lewis v. Bridget McLaughlin. Summons of Bridget McLaughlin,Civil (document),O Say Can You See,1857-11-17,oscys.caseid.0252,"National Archives and Records Administration, Record Group 21, Entry 6, Box 850, Folder 102",per.001891;per.001892;per.001893;per.001894;per.001895;per.000751;per.000476;per.001216;per.000740
oscys.case.0178.004,http://earlywashingtondc.org/doc/oscys.case.0178.004,William Fenwick v. Lansing Tooker. John A. Wilson to the Marshal (copy),Civil (document),O Say Can You See,1835-11-05,oscys.caseid.0180,"National Archives and Records Administration, Record Group 21, Entry 6, Box 543, Folder 648",per.001305;per.001306;per.001321
oscys.case.0170.005,http://earlywashingtondc.org/doc/oscys.case.0170.005,Maria Kennedy v. Benjamin Buck. Summons of Benjamin Buck,Civil (document),O Say Can You See,1836-08-24,oscys.caseid.0172,"National Archives and Records Administration, Record Group 21, Entry 6, Box 559, Folder 158",per.001249;per.001250;per.000829;per.000003;per.000004;per.000739
oscys.case.0419.006,http://earlywashingtondc.org/doc/oscys.case.0419.006,Nelly Jackson v. Thomas Tebbs. Patrick McIntyre's Answers to Petitioner's Interrogatories,Civil (document),O Say Can You See,1817-04-21,oscys.caseid.0447,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.003380;per.003381;per.003408;per.003397;per.002462;per.003379
oscys.case.0092.004,http://earlywashingtondc.org/doc/oscys.case.0092.004,Matilda Derrick v. George Mason & Alexander Moore. Will of Marianne Craik,Civil (document),O Say Can You See,1815-04-10,oscys.caseid.0092,"National Archives and Records Administration, Record Group 21, Entry 6, Box 291, Folder 1309",per.000708;per.000709;per.000710;per.000711;per.000712;per.000713;per.000718;per.000719;per.000720;per.000721;per.000722;per.000723
oscys.case.0210.006,http://earlywashingtondc.org/doc/oscys.case.0210.006,Sylvia Lee v. Elizabeth Smallwood. Summons of Elizabeth Smallwood,Civil (document),O Say Can You See,1827-04-26,oscys.caseid.0215,"National Archives and Records Administration, Record Group 21, Entry 6, Box 386, Folder 282",per.001730;per.001731;per.000476;per.000003;per.000004;per.000461
oscys.case.0276.003,http://earlywashingtondc.org/doc/oscys.case.0276.003,Parmelia Adams v. James H. Holmes. Petition for Freedom,Civil (document),O Say Can You See,1852-10-01,oscys.caseid.0286,"National Archives and Records Administration, Record Group 21, Entry 6, Box 766, Folder 179",per.002180;per.002181;per.002182;per.002183;per.002184;per.000854
oscys.case.0208.001,http://earlywashingtondc.org/doc/oscys.case.0208.001,Susan v. Tench Ringgold & Mary Ringgold. Summons of Tench Ringgold & Mary Ringgold,Civil (document),O Say Can You See,1836-10-27,oscys.caseid.0213,"National Archives and Records Administration, Record Group 21, Entry 6, Box 561, Folder 399",per.001719;per.001720;per.001721;per.001722;per.001723;per.001724;per.000461;per.000003;per.000004;per.000739
oscys.case.0370.012,http://earlywashingtondc.org/doc/oscys.case.0370.012,Loudon v. Charles Scott. Transcript,Civil (document),O Say Can You See,,oscys.caseid.0396,"Library of Virginia, Richmond, Virginia, Local Government Records Collection, Arlington County Court Records, Arlington County (Va.) Judgments (Freedom Suits), 1795-1858, Box 1",per.002915;per.002916;per.001562
